date,value
2019-08 ,2455.0
2019-09 ,2503.0
2019-10 ,2451.0
2019-11 ,2450.0
2019-12 ,2462.0
2020-01 ,2458.0
2020-02 ,2406.0
2020-03 ,2156.0
2020-04 ,1794.0
2020-05 ,2124.0
2020-06 ,2320.0
2020-07 ,2454.0
