date,value
2019-08 ,28.0
2019-09 ,30.0
2019-10 ,29.0
2019-11 ,30.0
2019-12 ,31.0
2020-01 ,34.0
2020-02 ,34.0
2020-03 ,34.0
2020-04 ,42.0
2020-05 ,48.0
2020-06 ,56.0
