date,value
2019-04 ,1259.0
2019-05 ,1298.0
2019-06 ,1278.0
2019-07 ,1285.0
2019-08 ,1278.0
2019-09 ,1267.0
2019-10 ,1255.0
2019-11 ,1237.0
2019-12 ,1275.0
2020-01 ,1307.0
