date,value
2019-04 ,186.0
2019-05 ,185.0
2019-06 ,185.0
2019-07 ,186.0
2019-08 ,187.0
2019-09 ,186.0
2019-10 ,186.0
2019-11 ,184.0
2019-12 ,183.0
2020-01 ,181.0
2020-02 ,180.0
2020-03 ,179.0
