date,value
2019-08 ,533.0
2019-09 ,518.0
2019-10 ,505.0
2019-11 ,494.0
2019-12 ,493.0
2020-01 ,506.0
2020-02 ,511.0
2020-03 ,506.0
2020-04 ,530.0
2020-05 ,550.0
2020-06 ,556.0
2020-07 ,544.0
