date,value
2019-04 ,300.0
2019-05 ,302.0
2019-06 ,313.0
2019-07 ,313.0
2019-08 ,321.0
2019-09 ,323.0
2019-10 ,323.0
2019-11 ,324.0
2019-12 ,302.0
2020-01 ,284.0
2020-02 ,274.0
2020-03 ,273.0
