date,value
2019-05 ,89.0
2019-06 ,91.0
2019-07 ,92.0
2019-08 ,96.0
2019-09 ,97.0
2019-10 ,94.0
2019-11 ,96.0
2019-12 ,95.0
2020-01 ,98.0
2020-02 ,97.0
2020-03 ,104.0
