date,value
2019-04 ,341.0
2019-05 ,343.0
2019-06 ,341.0
2019-07 ,336.0
2019-08 ,332.0
2019-09 ,341.0
2019-10 ,337.0
2019-11 ,347.0
2019-12 ,348.0
2020-01 ,350.0
2020-02 ,336.0
