date,value
2019-08 ,107.0
2019-09 ,110.0
2019-10 ,108.0
2019-11 ,112.0
2019-12 ,110.0
2020-01 ,106.0
2020-02 ,100.0
2020-03 ,101.0
2020-04 ,116.0
2020-05 ,131.0
2020-06 ,149.0
