date,value
2019-08 ,799.0
2019-09 ,796.0
2019-10 ,785.0
2019-11 ,782.0
2019-12 ,769.0
2020-01 ,756.0
2020-02 ,734.0
2020-03 ,659.0
2020-04 ,716.0
2020-05 ,765.0
