date,value
2019-04 ,157.0
2019-05 ,157.0
2019-06 ,157.0
2019-07 ,158.0
2019-08 ,158.0
2019-09 ,157.0
2019-10 ,156.0
2019-11 ,154.0
2019-12 ,153.0
2020-01 ,152.0
2020-02 ,153.0
