date,value
2019-04 ,104.58
2019-05 ,105.04
2019-06 ,105.45
2019-07 ,105.17
2019-08 ,105.28
2019-09 ,105.18
2019-10 ,106.75
2019-11 ,106.71
2019-12 ,106.54
2020-01 ,106.82
2020-02 ,107.08
2020-03 ,107.23
