date,value
2019-05 ,113.15
2019-06 ,112.93
2019-07 ,113.01
2019-08 ,112.36
2019-09 ,112.34
2019-10 ,113.2
2019-11 ,113.69
2019-12 ,114.54
2020-01 ,116.97
2020-02 ,118.91
2020-03 ,120.15
