date,value
2019-08 ,105.94
2019-09 ,105.43
2019-10 ,105.9
2019-11 ,105.6
2019-12 ,106.04
2020-01 ,106.76
2020-02 ,107.44
2020-03 ,107.85
2020-04 ,108.56
2020-05 ,107.28
2020-06 ,108.71
2020-07 ,108.69
