date,value
2019-08 ,103.74
2019-09 ,103.5
2019-10 ,103.22
2019-11 ,102.89
2019-12 ,103.91
2020-01 ,105.58
2020-02 ,105.22
2020-03 ,105.62
2020-04 ,106.01
2020-05 ,106.29
2020-06 ,105.94
2020-07 ,105.09
