date,value
2019-08 ,113.3
2019-09 ,113.0
2019-10 ,113.4
2019-11 ,113.7
2019-12 ,114.9
2020-01 ,117.0
2020-02 ,118.0
2020-03 ,118.9
2020-04 ,119.4
2020-05 ,119.7
2020-06 ,119.5
2020-07 ,117.5
