date,value
2019-04 ,105.89
2019-05 ,106.5
2019-06 ,106.51
2019-07 ,106.61
2019-08 ,106.72
2019-09 ,106.42
2019-10 ,106.51
2019-11 ,106.88
2019-12 ,107.26
2020-01 ,108.1
