date,value
2019-08 ,101.57
2019-09 ,100.72
2019-10 ,100.95
2019-11 ,101.19
2019-12 ,102.12
2020-01 ,102.53
2020-02 ,103.37
2020-03 ,102.91
2020-04 ,102.64
2020-05 ,102.72
2020-06 ,103.12
2020-07 ,102.92
