date,value
2019-04 ,109.71
2019-05 ,110.02
2019-06 ,108.91
2019-07 ,109.09
2019-08 ,110.12
2019-09 ,110.96
2019-10 ,110.59
2019-11 ,110.87
2019-12 ,111.79
2020-01 ,112.82
2020-02 ,112.33
2020-03 ,111.95
