date,value
2019-08 ,109.93
2019-09 ,109.79
2019-10 ,109.26
2019-11 ,109.58
2019-12 ,109.61
2020-01 ,109.08
2020-02 ,110.55
2020-03 ,111.33
2020-04 ,112.18
2020-05 ,112.69
2020-06 ,111.49
2020-07 ,112.6
