date,value
2019-04 ,105.7
2019-05 ,104.8
2019-06 ,105.6
2019-07 ,110.0
2019-08 ,107.4
2019-09 ,106.9
2019-10 ,105.6
2019-11 ,106.0
2019-12 ,104.0
2020-01 ,106.8
2020-02 ,109.7
2020-03 ,109.4
