date,value
2019-08 ,98.43
2019-09 ,99.09
2019-10 ,99.99
2019-11 ,100.32
2019-12 ,100.45
2020-01 ,101.99
2020-02 ,102.24
2020-03 ,101.63
2020-04 ,102.41
2020-05 ,102.42
2020-06 ,103.01
2020-07 ,100.81
