date,value
2019-08 ,105.52
2019-09 ,105.32
2019-10 ,105.45
2019-11 ,105.7
2019-12 ,105.27
2020-01 ,106.16
2020-02 ,106.26
2020-03 ,106.73
2020-04 ,108.09
2020-05 ,109.84
2020-06 ,110.86
2020-07 ,111.29
