date,value
2019-05 ,105.81
2019-06 ,106.25
2019-07 ,105.93
2019-08 ,105.66
2019-09 ,104.98
2019-10 ,105.02
2019-11 ,105.26
2019-12 ,105.75
2020-01 ,106.25
2020-02 ,106.9
2020-03 ,108.55
2020-04 ,109.46
