date,value
2019-08 ,110.06
2019-09 ,109.65
2019-10 ,109.59
2019-11 ,109.51
2019-12 ,109.13
2020-01 ,108.48
2020-02 ,109.77
2020-03 ,110.7
2020-04 ,111.43
2020-05 ,111.46
2020-06 ,111.75
