date,value
2019-04 ,112.44
2019-05 ,113.14
2019-06 ,113.46
2019-07 ,114.17
2019-08 ,114.12
2019-09 ,113.16
2019-10 ,111.81
2019-11 ,112.39
2019-12 ,112.36
2020-01 ,113.08
2020-02 ,115.02
2020-03 ,113.75
