date,value
2019-08 ,109.89
2019-09 ,110.32
2019-10 ,109.8
2019-11 ,109.83
2019-12 ,109.67
2020-01 ,112.07
2020-02 ,112.41
2020-03 ,112.61
2020-04 ,113.37
2020-05 ,114.82
2020-06 ,113.05
2020-07 ,112.17
