date,value
2019-04 ,105.26
2019-05 ,105.44
2019-06 ,105.57
2019-07 ,105.22
2019-08 ,105.31
2019-09 ,105.49
2019-10 ,105.67
2019-11 ,105.42
2019-12 ,105.76
2020-01 ,105.0
2020-02 ,105.22
2020-03 ,105.7
