date,value
2019-09 ,108.3
2019-10 ,108.68
2019-11 ,108.9
2019-12 ,109.31
2020-01 ,110.09
2020-02 ,110.05
2020-03 ,110.47
2020-04 ,110.76
2020-05 ,110.77
2020-06 ,110.78
2020-07 ,110.95
