date,value
2019-09 ,111.7
2019-10 ,111.45
2019-11 ,110.95
2019-12 ,110.59
2020-01 ,109.94
2020-02 ,110.56
2020-03 ,109.89
2020-04 ,109.52
2020-05 ,108.91
2020-06 ,109.67
2020-07 ,109.69
