date,value
2019-06 ,106.1
2019-07 ,105.38
2019-08 ,105.79
2019-09 ,105.64
2019-10 ,105.74
2019-11 ,105.77
2019-12 ,105.71
2020-01 ,105.15
2020-02 ,105.56
2020-03 ,104.91
2020-04 ,103.56
