date,value
2019-09 ,106.97
2019-10 ,106.87
2019-11 ,107.05
2019-12 ,106.89
2020-01 ,108.23
2020-02 ,108.37
2020-03 ,108.34
2020-04 ,108.26
2020-05 ,108.58
2020-06 ,108.46
2020-07 ,108.54
