date,value
2019-09 ,102.68
2019-10 ,101.97
2019-11 ,100.94
2019-12 ,101.56
2020-01 ,100.31
2020-02 ,101.76
2020-03 ,101.17
2020-04 ,101.83
2020-05 ,102.78
2020-06 ,103.81
2020-07 ,104.34
