date,value
2019-09 ,107.42
2019-10 ,107.72
2019-11 ,107.92
2019-12 ,108.69
2020-01 ,107.91
2020-02 ,107.92
2020-03 ,108.5
2020-04 ,108.75
2020-05 ,107.82
2020-06 ,108.25
2020-07 ,108.18
