date,value
2019-04 ,105.58
2019-05 ,105.79
2019-06 ,105.9
2019-07 ,105.59
2019-08 ,105.73
2019-09 ,105.9
2019-10 ,106.03
2019-11 ,105.85
2019-12 ,106.14
2020-01 ,105.44
