date,value
2019-04 ,104.6
2019-05 ,104.76
2019-06 ,104.73
2019-07 ,106.13
2019-08 ,106.33
2019-09 ,105.07
2019-10 ,105.23
2019-11 ,105.56
2019-12 ,106.41
2020-02 ,106.95
