date,value
2019-05 ,105.82
2019-06 ,105.67
2019-07 ,106.67
2019-08 ,107.32
2019-09 ,106.16
2019-10 ,106.82
2019-11 ,106.01
2019-12 ,106.24
2020-01 ,104.85
2020-02 ,105.77
