date,value
2019-04 ,102.86
2019-05 ,103.3
2019-06 ,103.59
2019-07 ,104.12
2019-08 ,103.73
2019-09 ,103.54
2019-10 ,103.79
2019-11 ,103.39
2019-12 ,103.25
2020-01 ,103.12
2020-02 ,102.65
2020-03 ,102.68
