date,value
2019-09 ,107.43
2019-10 ,107.57
2019-11 ,107.67
2019-12 ,108.14
2020-01 ,106.73
2020-02 ,107.21
2020-03 ,106.97
2020-04 ,106.58
2020-05 ,107.25
2020-06 ,107.93
2020-07 ,108.18
