date,value
2019-09 ,105.2
2019-10 ,105.5
2019-11 ,105.6
2019-12 ,106.2
2020-01 ,106.9
2020-02 ,107.5
2020-03 ,107.7
2020-04 ,107.7
2020-05 ,108.6
2020-06 ,109.2
2020-07 ,109.1
