date,value
2019-04 ,101.85
2019-05 ,101.63
2019-06 ,101.82
2019-07 ,101.87
2019-08 ,101.94
2019-09 ,101.56
2019-10 ,101.37
2019-11 ,100.92
2019-12 ,101.17
2020-01 ,100.8
2020-02 ,100.7
